respondent_id,region,age_band,true_choice,stated_choice,reported_choice,epsilon,k,scenario,shy_category,honesty
1383,North West,35-44,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1384,North West,65+,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1385,South East,18-24,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1386,North West,18-24,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1387,London,55-64,1,1,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1388,London,55-64,3,3,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1389,Wales,35-44,0,0,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1390,Midlands,35-44,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1391,South East,35-44,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1392,South East,18-24,1,1,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1393,London,45-54,3,3,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1394,South East,45-54,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1395,North West,45-54,1,1,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1396,North West,65+,0,0,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1397,South East,45-54,1,1,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1398,London,18-24,3,3,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1399,London,18-24,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1400,Midlands,45-54,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1401,North West,35-44,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1402,Midlands,35-44,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1403,Midlands,18-24,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1404,North West,65+,2,2,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1405,South East,65+,3,3,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1406,Scotland,45-54,1,1,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1407,South East,65+,0,0,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1408,North West,25-34,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1409,North West,18-24,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1410,Midlands,25-34,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1411,Midlands,65+,1,1,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1412,London,65+,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1413,London,35-44,3,3,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1414,South East,55-64,0,0,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1415,South East,65+,3,3,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1416,London,35-44,2,2,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1417,Scotland,65+,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1418,Scotland,65+,1,1,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1419,Midlands,65+,3,3,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1420,Scotland,18-24,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1421,Scotland,35-44,0,0,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1422,South East,18-24,2,2,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1423,North West,35-44,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1424,Scotland,55-64,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1425,South East,45-54,3,3,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1426,North West,65+,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1427,Wales,35-44,0,0,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1428,Midlands,65+,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1429,South East,65+,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1430,Wales,55-64,2,2,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1431,Wales,25-34,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1432,London,65+,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1433,Midlands,25-34,1,1,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1434,North West,35-44,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1435,London,45-54,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1436,South East,65+,2,2,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1437,Midlands,45-54,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1438,North West,45-54,0,0,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1439,Midlands,18-24,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1440,North West,35-44,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1441,Scotland,55-64,3,3,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1442,London,55-64,1,1,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1443,Midlands,65+,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1444,North West,25-34,1,1,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1445,Midlands,25-34,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1446,Midlands,55-64,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1447,North West,65+,2,2,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1448,Midlands,55-64,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1449,Wales,35-44,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1450,Wales,45-54,0,0,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1451,South East,55-64,3,3,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1452,London,35-44,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1453,South East,65+,3,3,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1454,London,18-24,1,1,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1455,Wales,25-34,1,1,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1456,Scotland,45-54,0,0,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1457,Midlands,25-34,1,1,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1458,North West,35-44,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1459,London,55-64,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1460,London,25-34,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1461,Midlands,18-24,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1462,North West,55-64,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1463,South East,25-34,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1464,London,25-34,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1465,London,35-44,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1466,Scotland,65+,3,3,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1467,Midlands,45-54,2,2,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1468,South East,45-54,0,0,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1469,Midlands,65+,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1470,London,45-54,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1471,London,55-64,1,1,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1472,Scotland,65+,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1473,Midlands,35-44,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1474,London,25-34,0,0,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1475,South East,55-64,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1476,South East,65+,0,0,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1477,Midlands,55-64,3,3,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1478,London,65+,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1479,Midlands,55-64,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1480,South East,45-54,0,0,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1481,Midlands,35-44,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1482,South East,45-54,0,0,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1483,Midlands,25-34,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1484,Midlands,65+,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1485,Midlands,65+,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1486,Midlands,25-34,1,1,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1487,Midlands,55-64,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1488,North West,45-54,2,2,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1489,South East,25-34,3,3,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1490,London,18-24,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1491,North West,18-24,0,0,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1492,Scotland,25-34,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1493,London,25-34,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1494,Midlands,45-54,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1495,Midlands,55-64,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1496,London,25-34,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1497,North West,25-34,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1498,South East,45-54,3,3,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1499,South East,45-54,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1500,North West,45-54,0,0,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1501,London,18-24,2,2,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1502,South East,25-34,2,2,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1503,South East,55-64,2,2,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1504,North West,65+,1,1,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1505,Midlands,35-44,0,0,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1506,Midlands,35-44,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1507,Midlands,55-64,0,0,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1508,South East,55-64,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1509,London,45-54,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1510,Midlands,45-54,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1511,South East,18-24,3,3,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1512,Midlands,25-34,1,1,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1513,North West,45-54,1,1,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1514,Scotland,25-34,3,3,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1515,Scotland,35-44,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1516,London,65+,1,1,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1517,Midlands,18-24,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1518,North West,35-44,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1519,Scotland,55-64,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1520,North West,45-54,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1521,London,65+,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1522,Midlands,55-64,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1523,South East,65+,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1524,Wales,25-34,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1525,London,65+,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1526,Midlands,25-34,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1527,Midlands,65+,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1528,Scotland,45-54,1,1,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1529,South East,18-24,2,2,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1530,Scotland,55-64,1,1,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1531,North West,55-64,2,2,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1532,South East,25-34,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1533,North West,55-64,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1534,Wales,65+,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1535,London,18-24,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1536,Wales,55-64,1,1,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1537,South East,65+,2,2,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1538,North West,25-34,1,1,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1539,North West,65+,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1540,London,65+,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1541,Midlands,55-64,2,2,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1542,Midlands,65+,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1543,North West,65+,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1544,Midlands,35-44,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1545,North West,65+,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1546,North West,25-34,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1547,Scotland,55-64,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1548,Midlands,55-64,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1549,London,25-34,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1550,South East,65+,0,0,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1551,North West,45-54,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1552,South East,55-64,1,1,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1553,Midlands,25-34,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1554,South East,25-34,1,1,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1555,South East,25-34,0,0,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1556,Wales,35-44,1,1,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1557,London,55-64,3,3,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1558,Wales,35-44,3,3,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1559,South East,45-54,0,0,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1560,North West,55-64,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1561,South East,55-64,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1562,South East,65+,3,3,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1563,South East,18-24,0,0,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1564,South East,35-44,3,3,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1565,Wales,65+,1,1,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1566,Scotland,18-24,0,0,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1567,South East,18-24,3,3,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1568,London,65+,0,0,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1569,Scotland,25-34,0,0,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1570,South East,65+,3,3,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1571,London,65+,1,1,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1572,North West,35-44,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1573,North West,45-54,1,1,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1574,South East,18-24,2,2,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1575,South East,55-64,1,1,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1576,North West,25-34,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1577,South East,25-34,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1578,London,55-64,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1579,Midlands,18-24,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1580,London,25-34,3,3,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1581,Midlands,45-54,1,1,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1582,Midlands,35-44,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1583,Scotland,35-44,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1584,South East,65+,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1585,North West,35-44,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1586,North West,35-44,1,1,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1587,South East,45-54,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1588,London,35-44,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1589,North West,35-44,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1590,London,25-34,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1591,Scotland,55-64,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1592,London,65+,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1593,Midlands,25-34,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1594,London,45-54,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1595,South East,25-34,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1596,South East,45-54,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1597,Midlands,25-34,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1598,Wales,65+,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1599,Scotland,45-54,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1600,Wales,35-44,3,3,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1601,Midlands,45-54,2,2,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1602,Midlands,35-44,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1603,London,65+,3,3,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1604,Wales,65+,2,2,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1605,Midlands,25-34,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1606,South East,55-64,1,1,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1607,North West,45-54,1,1,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1608,South East,45-54,3,3,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1609,Midlands,65+,3,3,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1610,South East,35-44,3,3,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1611,Wales,45-54,2,2,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1612,London,55-64,0,0,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1613,South East,45-54,0,0,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1614,North West,35-44,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1615,Scotland,55-64,2,2,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1616,Scotland,25-34,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1617,South East,45-54,1,1,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1618,Midlands,18-24,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1619,North West,35-44,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1620,London,45-54,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1621,Scotland,45-54,0,0,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1622,South East,55-64,3,3,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1623,London,18-24,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1624,London,45-54,3,3,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1625,Midlands,55-64,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1626,South East,65+,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1627,Midlands,25-34,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1628,Scotland,25-34,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1629,South East,45-54,3,3,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1630,North West,45-54,1,1,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1631,South East,18-24,3,3,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1632,Midlands,45-54,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1633,South East,45-54,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1634,Midlands,18-24,1,1,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1635,Wales,65+,0,0,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1636,North West,25-34,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1637,London,25-34,2,2,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1638,Midlands,35-44,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1639,Scotland,25-34,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1640,Scotland,35-44,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1641,Midlands,45-54,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1642,London,45-54,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1643,Midlands,35-44,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1644,Midlands,65+,3,3,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1645,North West,25-34,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1646,South East,45-54,1,1,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1647,North West,55-64,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1648,North West,45-54,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1649,Scotland,45-54,0,0,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1650,Midlands,25-34,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1651,South East,25-34,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1652,Midlands,35-44,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1653,Midlands,65+,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1654,North West,18-24,3,3,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1655,South East,55-64,1,1,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1656,South East,18-24,0,0,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1657,Scotland,65+,1,1,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1658,South East,65+,3,3,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1659,North West,18-24,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1660,Scotland,25-34,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1661,North West,18-24,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1662,Scotland,25-34,2,2,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1663,North West,18-24,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1664,South East,55-64,2,2,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1665,Scotland,18-24,0,0,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1666,Wales,45-54,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1667,Midlands,55-64,1,1,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1668,South East,45-54,3,3,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1669,South East,45-54,1,1,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1670,South East,55-64,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1671,Midlands,55-64,3,3,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1672,Midlands,45-54,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1673,North West,45-54,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1674,North West,25-34,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1675,Wales,18-24,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1676,South East,65+,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1677,North West,35-44,1,1,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1678,London,65+,2,2,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1679,Scotland,18-24,2,2,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1680,Midlands,45-54,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1681,North West,65+,0,0,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1682,North West,55-64,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1683,London,35-44,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1684,Scotland,35-44,0,0,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1685,Midlands,25-34,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1686,Midlands,35-44,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1687,South East,25-34,3,3,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1688,Midlands,18-24,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1689,North West,65+,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1690,Scotland,65+,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1691,Midlands,65+,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1692,South East,18-24,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1693,North West,65+,1,1,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1694,London,45-54,1,1,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
1695,South East,18-24,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1696,North West,55-64,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1697,London,55-64,0,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1698,Scotland,25-34,3,3,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1699,London,55-64,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
1700,North West,45-54,0,0,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
1701,London,55-64,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
1702,Scotland,45-54,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
1703,London,35-44,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
