respondent_id,region,age_band,true_choice,reported_choice,epsilon,k,scenario
1105,Scotland,45-54,4,2,1.0,5,nonresponse
1106,South East,55-64,3,0,1.0,5,nonresponse
1107,Midlands,65+,4,0,1.0,5,nonresponse
1108,Scotland,25-34,4,0,1.0,5,nonresponse
1109,London,25-34,4,0,1.0,5,nonresponse
1110,North West,55-64,1,1,1.0,5,nonresponse
1111,London,45-54,3,1,1.0,5,nonresponse
1112,North West,18-24,1,2,1.0,5,nonresponse
1113,South East,25-34,3,3,1.0,5,nonresponse
1114,South East,45-54,4,4,1.0,5,nonresponse
1115,South East,35-44,1,1,1.0,5,nonresponse
1116,Midlands,45-54,2,0,1.0,5,nonresponse
1117,South East,65+,2,4,1.0,5,nonresponse
1118,South East,55-64,3,3,1.0,5,nonresponse
1119,Scotland,55-64,3,4,1.0,5,nonresponse
1120,Midlands,45-54,3,3,1.0,5,nonresponse
1121,South East,35-44,2,2,1.0,5,nonresponse
1122,Scotland,35-44,4,4,1.0,5,nonresponse
1123,Midlands,55-64,4,4,1.0,5,nonresponse
1124,Midlands,45-54,4,3,1.0,5,nonresponse
1125,North West,65+,2,2,1.0,5,nonresponse
1126,London,65+,4,3,1.0,5,nonresponse
1127,London,55-64,0,2,1.0,5,nonresponse
1128,Midlands,55-64,4,0,1.0,5,nonresponse
1129,North West,35-44,4,0,1.0,5,nonresponse
1130,Wales,45-54,4,4,1.0,5,nonresponse
1131,London,25-34,4,3,1.0,5,nonresponse
1132,Midlands,45-54,2,2,1.0,5,nonresponse
1133,Wales,25-34,1,1,1.0,5,nonresponse
1134,Scotland,25-34,4,2,1.0,5,nonresponse
1135,North West,45-54,4,4,1.0,5,nonresponse
1136,Scotland,65+,4,2,1.0,5,nonresponse
1137,Midlands,25-34,3,3,1.0,5,nonresponse
1138,North West,35-44,3,4,1.0,5,nonresponse
1139,Wales,45-54,3,3,1.0,5,nonresponse
1140,North West,35-44,1,0,1.0,5,nonresponse
1141,Midlands,25-34,4,2,1.0,5,nonresponse
1142,North West,35-44,4,3,1.0,5,nonresponse
1143,Scotland,55-64,0,3,1.0,5,nonresponse
1144,North West,65+,4,2,1.0,5,nonresponse
1145,Midlands,18-24,4,1,1.0,5,nonresponse
1146,North West,45-54,4,2,1.0,5,nonresponse
1147,Wales,55-64,1,4,1.0,5,nonresponse
1148,Wales,35-44,0,0,1.0,5,nonresponse
1149,North West,35-44,0,3,1.0,5,nonresponse
1150,Wales,65+,4,4,1.0,5,nonresponse
1151,London,65+,3,1,1.0,5,nonresponse
1152,North West,65+,4,3,1.0,5,nonresponse
1153,Scotland,35-44,4,4,1.0,5,nonresponse
1154,North West,45-54,1,4,1.0,5,nonresponse
1155,North West,35-44,4,1,1.0,5,nonresponse
1156,London,25-34,1,4,1.0,5,nonresponse
1157,South East,45-54,2,1,1.0,5,nonresponse
1158,Midlands,25-34,0,0,1.0,5,nonresponse
1159,Wales,35-44,4,3,1.0,5,nonresponse
1160,South East,65+,1,0,1.0,5,nonresponse
1161,Midlands,35-44,4,4,1.0,5,nonresponse
1162,South East,45-54,3,1,1.0,5,nonresponse
1163,Scotland,35-44,4,0,1.0,5,nonresponse
1164,North West,35-44,4,3,1.0,5,nonresponse
1165,London,45-54,3,1,1.0,5,nonresponse
1166,Scotland,45-54,1,3,1.0,5,nonresponse
1167,Midlands,45-54,1,2,1.0,5,nonresponse
1168,Midlands,65+,4,4,1.0,5,nonresponse
1169,Midlands,45-54,3,3,1.0,5,nonresponse
1170,Scotland,25-34,4,0,1.0,5,nonresponse
1171,Midlands,45-54,1,0,1.0,5,nonresponse
1172,Midlands,55-64,4,0,1.0,5,nonresponse
1173,Midlands,45-54,2,2,1.0,5,nonresponse
1174,North West,65+,4,1,1.0,5,nonresponse
1175,Midlands,45-54,2,0,1.0,5,nonresponse
1176,London,35-44,4,0,1.0,5,nonresponse
1177,South East,55-64,4,4,1.0,5,nonresponse
1178,Wales,65+,4,2,1.0,5,nonresponse
1179,Midlands,65+,3,1,1.0,5,nonresponse
1180,London,25-34,4,4,1.0,5,nonresponse
1181,Wales,65+,2,1,1.0,5,nonresponse
1182,North West,18-24,0,0,1.0,5,nonresponse
1183,South East,45-54,0,0,1.0,5,nonresponse
1184,London,55-64,4,3,1.0,5,nonresponse
1185,Scotland,55-64,2,2,1.0,5,nonresponse
1186,Midlands,25-34,4,2,1.0,5,nonresponse
1187,South East,65+,1,0,1.0,5,nonresponse
1188,Wales,65+,1,2,1.0,5,nonresponse
1189,North West,65+,1,4,1.0,5,nonresponse
1190,Midlands,65+,0,0,1.0,5,nonresponse
1191,Midlands,65+,3,3,1.0,5,nonresponse
1192,Scotland,25-34,4,2,1.0,5,nonresponse
1193,Wales,35-44,2,4,1.0,5,nonresponse
1194,North West,65+,4,4,1.0,5,nonresponse
1195,Midlands,35-44,4,4,1.0,5,nonresponse
1196,London,45-54,3,4,1.0,5,nonresponse
1197,North West,25-34,0,2,1.0,5,nonresponse
1198,Wales,45-54,4,4,1.0,5,nonresponse
1199,Scotland,25-34,4,4,1.0,5,nonresponse
1200,Scotland,45-54,4,1,1.0,5,nonresponse
1201,South East,45-54,1,1,1.0,5,nonresponse
1202,Scotland,55-64,0,0,1.0,5,nonresponse
1203,Midlands,45-54,4,3,1.0,5,nonresponse
1204,Midlands,65+,4,0,1.0,5,nonresponse
1205,Midlands,45-54,1,1,1.0,5,nonresponse
1206,South East,65+,1,0,1.0,5,nonresponse
1207,Scotland,45-54,4,1,1.0,5,nonresponse
1208,London,65+,4,1,1.0,5,nonresponse
1209,South East,55-64,4,4,1.0,5,nonresponse
1210,Midlands,45-54,1,0,1.0,5,nonresponse
1211,Midlands,25-34,0,0,1.0,5,nonresponse
1212,North West,35-44,0,0,1.0,5,nonresponse
1213,London,18-24,1,3,1.0,5,nonresponse
1214,South East,55-64,2,2,1.0,5,nonresponse
1215,Midlands,18-24,4,4,1.0,5,nonresponse
1216,North West,45-54,1,1,1.0,5,nonresponse
1217,London,35-44,4,4,1.0,5,nonresponse
1218,North West,25-34,4,2,1.0,5,nonresponse
1219,Midlands,65+,4,1,1.0,5,nonresponse
1220,North West,45-54,1,3,1.0,5,nonresponse
1221,North West,35-44,4,0,1.0,5,nonresponse
1222,London,35-44,2,3,1.0,5,nonresponse
1223,North West,35-44,4,3,1.0,5,nonresponse
1224,Midlands,65+,4,4,1.0,5,nonresponse
1225,Midlands,65+,4,1,1.0,5,nonresponse
1226,Midlands,35-44,4,4,1.0,5,nonresponse
1227,London,25-34,4,3,1.0,5,nonresponse
1228,South East,55-64,1,1,1.0,5,nonresponse
1229,Midlands,55-64,4,1,1.0,5,nonresponse
1230,London,35-44,2,1,1.0,5,nonresponse
1231,London,65+,2,4,1.0,5,nonresponse
1232,Scotland,18-24,0,1,1.0,5,nonresponse
1233,Scotland,25-34,2,1,1.0,5,nonresponse
1234,North West,25-34,1,0,1.0,5,nonresponse
1235,North West,18-24,4,4,1.0,5,nonresponse
1236,London,35-44,4,4,1.0,5,nonresponse
1237,South East,25-34,4,4,1.0,5,nonresponse
1238,Scotland,55-64,0,2,1.0,5,nonresponse
1239,Midlands,65+,2,2,1.0,5,nonresponse
1240,London,45-54,2,2,1.0,5,nonresponse
1241,Wales,25-34,1,4,1.0,5,nonresponse
1242,Scotland,25-34,1,0,1.0,5,nonresponse
1243,Scotland,45-54,2,4,1.0,5,nonresponse
1244,North West,65+,4,1,1.0,5,nonresponse
1245,Scotland,35-44,0,4,1.0,5,nonresponse
1246,London,45-54,1,4,1.0,5,nonresponse
1247,Midlands,55-64,3,0,1.0,5,nonresponse
1248,London,55-64,1,1,1.0,5,nonresponse
1249,Midlands,35-44,4,4,1.0,5,nonresponse
1250,North West,35-44,4,4,1.0,5,nonresponse
1251,South East,45-54,4,2,1.0,5,nonresponse
1252,North West,55-64,0,0,1.0,5,nonresponse
1253,Wales,45-54,3,4,1.0,5,nonresponse
1254,North West,18-24,4,4,1.0,5,nonresponse
1255,London,25-34,1,4,1.0,5,nonresponse
1256,Midlands,65+,4,0,1.0,5,nonresponse
1257,Midlands,65+,4,4,1.0,5,nonresponse
1258,Midlands,45-54,4,0,1.0,5,nonresponse
1259,North West,45-54,4,0,1.0,5,nonresponse
1260,North West,35-44,0,0,1.0,5,nonresponse
1261,South East,25-34,4,4,1.0,5,nonresponse
1262,South East,45-54,3,4,1.0,5,nonresponse
1263,Scotland,25-34,0,3,1.0,5,nonresponse
1264,Scotland,65+,4,4,1.0,5,nonresponse
1265,Wales,35-44,1,1,1.0,5,nonresponse
1266,Scotland,35-44,4,4,1.0,5,nonresponse
1267,South East,45-54,4,4,1.0,5,nonresponse
1268,South East,18-24,3,1,1.0,5,nonresponse
1269,London,35-44,0,1,1.0,5,nonresponse
1270,North West,65+,4,0,1.0,5,nonresponse
1271,South East,55-64,4,4,1.0,5,nonresponse
1272,Wales,65+,3,3,1.0,5,nonresponse
1273,Wales,55-64,0,0,1.0,5,nonresponse
1274,Scotland,45-54,4,4,1.0,5,nonresponse
1275,Scotland,65+,4,3,1.0,5,nonresponse
1276,Scotland,25-34,4,4,1.0,5,nonresponse
1277,South East,35-44,0,1,1.0,5,nonresponse
1278,Midlands,65+,4,4,1.0,5,nonresponse
1279,South East,35-44,4,3,1.0,5,nonresponse
1280,Scotland,65+,4,3,1.0,5,nonresponse
1281,Midlands,45-54,4,1,1.0,5,nonresponse
1282,Wales,35-44,3,4,1.0,5,nonresponse
1283,North West,55-64,1,2,1.0,5,nonresponse
1284,Midlands,35-44,4,0,1.0,5,nonresponse
1285,South East,55-64,1,3,1.0,5,nonresponse
1286,South East,55-64,3,1,1.0,5,nonresponse
1287,North West,25-34,3,2,1.0,5,nonresponse
1288,North West,35-44,4,2,1.0,5,nonresponse
1289,London,35-44,0,2,1.0,5,nonresponse
1290,Wales,35-44,0,4,1.0,5,nonresponse
1291,Scotland,55-64,1,2,1.0,5,nonresponse
1292,London,45-54,1,0,1.0,5,nonresponse
1293,Scotland,25-34,1,4,1.0,5,nonresponse
1294,Scotland,45-54,4,3,1.0,5,nonresponse
1295,North West,55-64,1,0,1.0,5,nonresponse
1296,London,25-34,4,4,1.0,5,nonresponse
1297,South East,65+,4,0,1.0,5,nonresponse
1298,London,35-44,2,3,1.0,5,nonresponse
1299,Midlands,45-54,4,0,1.0,5,nonresponse
1300,London,45-54,3,4,1.0,5,nonresponse
1301,North West,18-24,3,4,1.0,5,nonresponse
1302,London,55-64,2,1,1.0,5,nonresponse
1303,London,55-64,1,1,1.0,5,nonresponse
1304,Scotland,25-34,1,1,1.0,5,nonresponse
1305,South East,45-54,4,0,1.0,5,nonresponse
1306,Scotland,65+,4,2,1.0,5,nonresponse
1307,London,35-44,4,4,1.0,5,nonresponse
1308,Midlands,65+,4,3,1.0,5,nonresponse
1309,Midlands,55-64,0,2,1.0,5,nonresponse
1310,North West,65+,2,3,1.0,5,nonresponse
1311,Scotland,45-54,2,2,1.0,5,nonresponse
1312,London,25-34,4,2,1.0,5,nonresponse
1313,London,65+,3,3,1.0,5,nonresponse
1314,Scotland,55-64,1,1,1.0,5,nonresponse
1315,South East,55-64,1,3,1.0,5,nonresponse
1316,Midlands,45-54,1,3,1.0,5,nonresponse
1317,Scotland,18-24,1,4,1.0,5,nonresponse
1318,North West,55-64,4,0,1.0,5,nonresponse
1319,South East,55-64,3,2,1.0,5,nonresponse
1320,South East,45-54,1,0,1.0,5,nonresponse
1321,Midlands,55-64,4,4,1.0,5,nonresponse
1322,North West,25-34,4,0,1.0,5,nonresponse
1323,North West,55-64,0,1,1.0,5,nonresponse
1324,Midlands,65+,1,3,1.0,5,nonresponse
1325,London,65+,4,4,1.0,5,nonresponse
1326,North West,25-34,4,1,1.0,5,nonresponse
1327,South East,65+,3,1,1.0,5,nonresponse
1328,London,45-54,1,1,1.0,5,nonresponse
1329,Midlands,65+,4,4,1.0,5,nonresponse
1330,North West,18-24,4,4,1.0,5,nonresponse
1331,North West,65+,4,1,1.0,5,nonresponse
1332,Scotland,55-64,0,4,1.0,5,nonresponse
1333,South East,35-44,0,4,1.0,5,nonresponse
1334,South East,55-64,3,3,1.0,5,nonresponse
1335,North West,25-34,4,3,1.0,5,nonresponse
1336,London,55-64,2,1,1.0,5,nonresponse
1337,South East,65+,1,4,1.0,5,nonresponse
1338,North West,25-34,2,2,1.0,5,nonresponse
1339,South East,25-34,4,4,1.0,5,nonresponse
1340,London,65+,1,1,1.0,5,nonresponse
1341,North West,25-34,4,1,1.0,5,nonresponse
1342,South East,35-44,3,1,1.0,5,nonresponse
1343,London,55-64,4,2,1.0,5,nonresponse
1344,London,18-24,4,4,1.0,5,nonresponse
1345,Midlands,25-34,4,4,1.0,5,nonresponse
1346,Midlands,18-24,4,2,1.0,5,nonresponse
1347,Midlands,45-54,4,1,1.0,5,nonresponse
1348,South East,55-64,1,2,1.0,5,nonresponse
1349,North West,55-64,4,2,1.0,5,nonresponse
1350,Wales,18-24,4,2,1.0,5,nonresponse
1351,Scotland,25-34,4,4,1.0,5,nonresponse
1352,South East,55-64,2,2,1.0,5,nonresponse
1353,London,18-24,1,1,1.0,5,nonresponse
1354,Midlands,65+,4,3,1.0,5,nonresponse
1355,South East,55-64,1,4,1.0,5,nonresponse
1356,South East,55-64,3,3,1.0,5,nonresponse
1357,North West,35-44,4,4,1.0,5,nonresponse
1358,Wales,65+,1,1,1.0,5,nonresponse
1359,Scotland,35-44,0,4,1.0,5,nonresponse
1360,Midlands,35-44,2,2,1.0,5,nonresponse
1361,Midlands,55-64,2,2,1.0,5,nonresponse
1362,North West,65+,4,4,1.0,5,nonresponse
1363,South East,25-34,1,1,1.0,5,nonresponse
1364,London,25-34,1,3,1.0,5,nonresponse
1365,South East,18-24,3,1,1.0,5,nonresponse
1366,Scotland,65+,1,1,1.0,5,nonresponse
1367,Midlands,25-34,4,2,1.0,5,nonresponse
1368,Wales,35-44,4,2,1.0,5,nonresponse
1369,Midlands,35-44,4,3,1.0,5,nonresponse
1370,Midlands,25-34,1,1,1.0,5,nonresponse
1371,South East,45-54,0,0,1.0,5,nonresponse
1372,London,25-34,1,3,1.0,5,nonresponse
1373,Midlands,65+,1,2,1.0,5,nonresponse
1374,Midlands,25-34,3,4,1.0,5,nonresponse
1375,Wales,55-64,1,1,1.0,5,nonresponse
1376,South East,25-34,1,2,1.0,5,nonresponse
1377,South East,65+,0,0,1.0,5,nonresponse
1378,South East,45-54,1,0,1.0,5,nonresponse
1379,North West,65+,4,0,1.0,5,nonresponse
1380,North West,65+,1,1,1.0,5,nonresponse
1381,Midlands,65+,1,4,1.0,5,nonresponse
1382,North West,25-34,1,2,1.0,5,nonresponse
1383,London,25-34,1,4,1.0,5,nonresponse
1384,London,25-34,3,2,1.0,5,nonresponse
1385,Scotland,18-24,0,0,1.0,5,nonresponse
1386,Midlands,45-54,3,3,1.0,5,nonresponse
1387,Wales,25-34,1,4,1.0,5,nonresponse
1388,Midlands,25-34,4,4,1.0,5,nonresponse
1389,Midlands,35-44,4,4,1.0,5,nonresponse
1390,London,25-34,4,0,1.0,5,nonresponse
1391,London,55-64,4,1,1.0,5,nonresponse
1392,Midlands,45-54,1,4,1.0,5,nonresponse
1393,South East,45-54,0,0,1.0,5,nonresponse
1394,London,35-44,0,0,1.0,5,nonresponse
1395,South East,25-34,4,2,1.0,5,nonresponse
1396,Midlands,18-24,2,4,1.0,5,nonresponse
1397,North West,35-44,1,1,1.0,5,nonresponse
1398,North West,45-54,1,1,1.0,5,nonresponse
1399,Midlands,45-54,1,3,1.0,5,nonresponse
1400,South East,35-44,2,0,1.0,5,nonresponse
1401,South East,55-64,1,1,1.0,5,nonresponse
1402,South East,65+,4,0,1.0,5,nonresponse
1403,London,25-34,4,3,1.0,5,nonresponse
1404,London,18-24,4,4,1.0,5,nonresponse
1405,Midlands,65+,4,4,1.0,5,nonresponse
1406,South East,55-64,1,4,1.0,5,nonresponse
1407,London,55-64,4,4,1.0,5,nonresponse
1408,London,25-34,4,4,1.0,5,nonresponse
1409,London,25-34,0,0,1.0,5,nonresponse
1410,Midlands,65+,4,4,1.0,5,nonresponse
1411,North West,35-44,4,0,1.0,5,nonresponse
1412,North West,65+,4,2,1.0,5,nonresponse
1413,Wales,45-54,1,3,1.0,5,nonresponse
1414,London,35-44,4,1,1.0,5,nonresponse
1415,London,35-44,4,0,1.0,5,nonresponse
1416,Midlands,45-54,4,4,1.0,5,nonresponse
1417,London,55-64,1,4,1.0,5,nonresponse
1418,London,18-24,0,0,1.0,5,nonresponse
1419,Wales,35-44,4,2,1.0,5,nonresponse
1420,London,55-64,1,3,1.0,5,nonresponse
1421,London,45-54,1,1,1.0,5,nonresponse
1422,Midlands,25-34,4,0,1.0,5,nonresponse
1423,Midlands,25-34,0,3,1.0,5,nonresponse
1424,Midlands,35-44,0,0,1.0,5,nonresponse
1425,North West,65+,4,1,1.0,5,nonresponse
1426,Midlands,18-24,1,1,1.0,5,nonresponse
1427,North West,35-44,0,3,1.0,5,nonresponse
1428,North West,35-44,4,1,1.0,5,nonresponse
1429,North West,25-34,4,4,1.0,5,nonresponse
1430,London,25-34,4,2,1.0,5,nonresponse
1431,Midlands,45-54,3,3,1.0,5,nonresponse
1432,Midlands,25-34,4,2,1.0,5,nonresponse
1433,Midlands,35-44,1,4,1.0,5,nonresponse
1434,London,25-34,4,4,1.0,5,nonresponse
1435,London,65+,1,2,1.0,5,nonresponse
1436,North West,35-44,2,4,1.0,5,nonresponse
1437,North West,18-24,4,1,1.0,5,nonresponse
1438,North West,25-34,1,2,1.0,5,nonresponse
1439,Midlands,45-54,1,1,1.0,5,nonresponse
1440,London,35-44,0,0,1.0,5,nonresponse
1441,Wales,35-44,0,4,1.0,5,nonresponse
1442,Midlands,45-54,3,2,1.0,5,nonresponse
1443,Scotland,25-34,1,1,1.0,5,nonresponse
1444,South East,55-64,1,2,1.0,5,nonresponse
1445,South East,65+,0,0,1.0,5,nonresponse
1446,South East,18-24,3,3,1.0,5,nonresponse
1447,North West,65+,4,4,1.0,5,nonresponse
1448,Scotland,65+,1,1,1.0,5,nonresponse
1449,Midlands,45-54,4,2,1.0,5,nonresponse
1450,Wales,45-54,4,1,1.0,5,nonresponse
1451,Midlands,25-34,4,3,1.0,5,nonresponse
1452,Midlands,55-64,4,0,1.0,5,nonresponse
1453,Midlands,35-44,3,2,1.0,5,nonresponse
1454,Scotland,25-34,4,4,1.0,5,nonresponse
1455,Scotland,35-44,4,4,1.0,5,nonresponse
1456,London,55-64,1,1,1.0,5,nonresponse
1457,Scotland,65+,1,2,1.0,5,nonresponse
1458,Midlands,35-44,2,2,1.0,5,nonresponse
1459,London,55-64,4,4,1.0,5,nonresponse
1460,North West,18-24,4,4,1.0,5,nonresponse
1461,North West,18-24,4,0,1.0,5,nonresponse
1462,Midlands,25-34,4,4,1.0,5,nonresponse
1463,Scotland,55-64,3,1,1.0,5,nonresponse
1464,South East,65+,4,4,1.0,5,nonresponse
1465,Midlands,45-54,2,1,1.0,5,nonresponse
1466,Scotland,55-64,0,4,1.0,5,nonresponse
1467,Midlands,18-24,2,2,1.0,5,nonresponse
1468,London,35-44,2,4,1.0,5,nonresponse
1469,North West,45-54,4,3,1.0,5,nonresponse
1470,Scotland,65+,2,3,1.0,5,nonresponse
1471,Midlands,45-54,2,0,1.0,5,nonresponse
1472,North West,18-24,4,4,1.0,5,nonresponse
1473,North West,18-24,3,3,1.0,5,nonresponse
1474,North West,35-44,0,0,1.0,5,nonresponse
1475,North West,25-34,1,1,1.0,5,nonresponse
1476,Midlands,55-64,1,1,1.0,5,nonresponse
1477,Midlands,25-34,1,3,1.0,5,nonresponse
1478,Midlands,25-34,3,0,1.0,5,nonresponse
1479,North West,45-54,1,1,1.0,5,nonresponse
1480,North West,35-44,4,4,1.0,5,nonresponse
1481,North West,18-24,0,3,1.0,5,nonresponse
1482,South East,45-54,4,2,1.0,5,nonresponse
1483,Scotland,65+,4,4,1.0,5,nonresponse
1484,London,55-64,1,1,1.0,5,nonresponse
1485,Midlands,65+,4,0,1.0,5,nonresponse
1486,London,35-44,1,1,1.0,5,nonresponse
1487,North West,45-54,1,1,1.0,5,nonresponse
1488,South East,25-34,1,1,1.0,5,nonresponse
1489,London,45-54,1,3,1.0,5,nonresponse
1490,Midlands,45-54,1,4,1.0,5,nonresponse
1491,London,45-54,3,2,1.0,5,nonresponse
1492,Midlands,55-64,2,2,1.0,5,nonresponse
1493,North West,65+,1,4,1.0,5,nonresponse
1494,Midlands,65+,1,4,1.0,5,nonresponse
1495,North West,25-34,4,4,1.0,5,nonresponse
1496,South East,45-54,1,2,1.0,5,nonresponse
1497,Midlands,18-24,4,2,1.0,5,nonresponse
1498,North West,45-54,1,2,1.0,5,nonresponse
1499,London,25-34,1,1,1.0,5,nonresponse
1500,South East,55-64,0,4,1.0,5,nonresponse
1501,South East,35-44,4,2,1.0,5,nonresponse
1502,Midlands,45-54,4,3,1.0,5,nonresponse
1503,North West,65+,1,0,1.0,5,nonresponse
1504,South East,25-34,3,3,1.0,5,nonresponse
1505,South East,18-24,1,3,1.0,5,nonresponse
1506,Midlands,55-64,4,4,1.0,5,nonresponse
1507,London,35-44,4,4,1.0,5,nonresponse
1508,South East,35-44,4,0,1.0,5,nonresponse
1509,South East,45-54,1,1,1.0,5,nonresponse
1510,North West,25-34,4,4,1.0,5,nonresponse
1511,London,35-44,4,4,1.0,5,nonresponse
1512,London,45-54,1,2,1.0,5,nonresponse
1513,North West,55-64,4,3,1.0,5,nonresponse
1514,South East,18-24,0,0,1.0,5,nonresponse
1515,North West,35-44,4,4,1.0,5,nonresponse
1516,North West,18-24,4,0,1.0,5,nonresponse
1517,North West,65+,4,2,1.0,5,nonresponse
1518,Midlands,55-64,4,3,1.0,5,nonresponse
1519,Wales,35-44,2,2,1.0,5,nonresponse
1520,North West,18-24,3,0,1.0,5,nonresponse
1521,North West,25-34,4,2,1.0,5,nonresponse
1522,Scotland,55-64,1,0,1.0,5,nonresponse
1523,Scotland,55-64,1,1,1.0,5,nonresponse
1524,Midlands,65+,2,2,1.0,5,nonresponse
1525,South East,45-54,3,2,1.0,5,nonresponse
1526,South East,45-54,1,0,1.0,5,nonresponse
1527,Midlands,35-44,1,2,1.0,5,nonresponse
1528,North West,25-34,3,1,1.0,5,nonresponse
1529,Midlands,65+,4,4,1.0,5,nonresponse
1530,North West,35-44,0,1,1.0,5,nonresponse
1531,South East,35-44,4,0,1.0,5,nonresponse
1532,Midlands,25-34,4,2,1.0,5,nonresponse
1533,North West,25-34,1,0,1.0,5,nonresponse
1534,South East,25-34,0,3,1.0,5,nonresponse
1535,North West,25-34,1,3,1.0,5,nonresponse
1536,London,18-24,4,4,1.0,5,nonresponse
1537,South East,25-34,4,4,1.0,5,nonresponse
1538,North West,55-64,1,1,1.0,5,nonresponse
1539,North West,35-44,4,3,1.0,5,nonresponse
1540,North West,55-64,1,0,1.0,5,nonresponse
1541,Scotland,55-64,0,2,1.0,5,nonresponse
1542,London,25-34,1,1,1.0,5,nonresponse
1543,London,35-44,4,4,1.0,5,nonresponse
1544,Wales,35-44,4,2,1.0,5,nonresponse
1545,Scotland,35-44,3,1,1.0,5,nonresponse
1546,London,45-54,1,1,1.0,5,nonresponse
1547,London,18-24,1,1,1.0,5,nonresponse
1548,South East,65+,1,2,1.0,5,nonresponse
1549,North West,55-64,1,2,1.0,5,nonresponse
1550,Midlands,45-54,4,4,1.0,5,nonresponse
1551,London,45-54,3,0,1.0,5,nonresponse
1552,South East,55-64,1,2,1.0,5,nonresponse
1553,South East,65+,1,4,1.0,5,nonresponse
1554,North West,25-34,0,2,1.0,5,nonresponse
1555,North West,35-44,0,4,1.0,5,nonresponse
1556,Wales,45-54,2,2,1.0,5,nonresponse
1557,Wales,35-44,3,2,1.0,5,nonresponse
1558,North West,25-34,4,0,1.0,5,nonresponse
1559,Midlands,65+,4,4,1.0,5,nonresponse
1560,Midlands,45-54,1,3,1.0,5,nonresponse
1561,South East,25-34,1,1,1.0,5,nonresponse
1562,North West,35-44,4,4,1.0,5,nonresponse
1563,Midlands,25-34,1,2,1.0,5,nonresponse
1564,Midlands,45-54,3,3,1.0,5,nonresponse
1565,Midlands,25-34,4,2,1.0,5,nonresponse
1566,South East,65+,1,1,1.0,5,nonresponse
1567,Midlands,18-24,3,4,1.0,5,nonresponse
1568,South East,35-44,4,4,1.0,5,nonresponse
1569,Midlands,25-34,4,0,1.0,5,nonresponse
1570,South East,55-64,4,0,1.0,5,nonresponse
1571,Midlands,35-44,0,4,1.0,5,nonresponse
1572,London,18-24,0,0,1.0,5,nonresponse
1573,Midlands,25-34,1,3,1.0,5,nonresponse
1574,Scotland,18-24,4,3,1.0,5,nonresponse
1575,Midlands,35-44,2,2,1.0,5,nonresponse
1576,Wales,18-24,1,1,1.0,5,nonresponse
1577,South East,35-44,4,4,1.0,5,nonresponse
1578,North West,45-54,1,1,1.0,5,nonresponse
1579,Scotland,35-44,4,3,1.0,5,nonresponse
1580,London,25-34,4,1,1.0,5,nonresponse
1581,North West,45-54,2,3,1.0,5,nonresponse
1582,Scotland,25-34,4,4,1.0,5,nonresponse
1583,North West,55-64,3,3,1.0,5,nonresponse
1584,London,45-54,1,1,1.0,5,nonresponse
1585,London,25-34,4,3,1.0,5,nonresponse
1586,London,45-54,3,2,1.0,5,nonresponse
1587,Wales,65+,3,1,1.0,5,nonresponse
1588,South East,45-54,1,2,1.0,5,nonresponse
1589,North West,55-64,4,3,1.0,5,nonresponse
1590,North West,25-34,1,2,1.0,5,nonresponse
1591,London,35-44,4,2,1.0,5,nonresponse
1592,North West,25-34,4,4,1.0,5,nonresponse
1593,Midlands,45-54,3,3,1.0,5,nonresponse
1594,London,55-64,2,0,1.0,5,nonresponse
1595,North West,35-44,4,1,1.0,5,nonresponse
1596,Midlands,65+,4,4,1.0,5,nonresponse
1597,Midlands,45-54,3,0,1.0,5,nonresponse
1598,London,18-24,0,4,1.0,5,nonresponse
1599,South East,35-44,1,1,1.0,5,nonresponse
1600,Midlands,35-44,1,3,1.0,5,nonresponse
1601,Scotland,65+,1,0,1.0,5,nonresponse
1602,London,65+,4,0,1.0,5,nonresponse
1603,London,35-44,4,4,1.0,5,nonresponse
1604,Scotland,18-24,0,3,1.0,5,nonresponse
1605,Scotland,35-44,4,4,1.0,5,nonresponse
1606,London,18-24,4,4,1.0,5,nonresponse
1607,Midlands,55-64,1,0,1.0,5,nonresponse
1608,North West,65+,0,0,1.0,5,nonresponse
1609,London,25-34,1,1,1.0,5,nonresponse
1610,London,55-64,1,2,1.0,5,nonresponse
1611,South East,55-64,1,2,1.0,5,nonresponse
1612,Midlands,65+,4,0,1.0,5,nonresponse
1613,Midlands,35-44,4,1,1.0,5,nonresponse
1614,South East,55-64,1,0,1.0,5,nonresponse
1615,Midlands,45-54,4,2,1.0,5,nonresponse
1616,Wales,45-54,1,0,1.0,5,nonresponse
1617,Scotland,55-64,1,1,1.0,5,nonresponse
1618,Midlands,55-64,4,4,1.0,5,nonresponse
1619,Scotland,35-44,4,2,1.0,5,nonresponse
1620,London,55-64,1,2,1.0,5,nonresponse
1621,North West,55-64,1,1,1.0,5,nonresponse
1622,South East,55-64,0,3,1.0,5,nonresponse
1623,South East,25-34,4,1,1.0,5,nonresponse
1624,North West,65+,1,1,1.0,5,nonresponse
1625,Wales,35-44,2,0,1.0,5,nonresponse
1626,Scotland,55-64,0,0,1.0,5,nonresponse
1627,North West,18-24,0,0,1.0,5,nonresponse
1628,London,65+,0,0,1.0,5,nonresponse
1629,Scotland,55-64,1,1,1.0,5,nonresponse
1630,Midlands,55-64,1,4,1.0,5,nonresponse
1631,Scotland,55-64,4,0,1.0,5,nonresponse
1632,Midlands,45-54,1,4,1.0,5,nonresponse
